num_tokens,time_stamp
1,1773747364324
5,1773747364325
3,1773747364325
1,1773747364325
1,1773747364326
1,1773747364326
2,1773747364326
2,1773747364328
1,1773747364330
1,1773747364375
1,1773747364378
4,1773747364378
2,1773747364378
3,1773747364379
5,1773747364379
1,1773747364379
2,1773747364380
1,1773747364380
1,1773747364380
1,1773747364381
1,1773747364384
1,1773747364434
1,1773747364434
2,1773747364434
3,1773747364434
1,1773747364434
1,1773747364435
2,1773747364435
3,1773747364436
1,1773747364437
1,1773747364437
3,1773747364437
1,1773747364438
2,1773747364439
2,1773747364487
1,1773747364487
2,1773747364488
1,1773747364488
1,1773747364488
3,1773747364489
1,1773747364490
1,1773747364490
1,1773747364491
1,1773747364491
1,1773747364491
1,1773747364493
2,1773747364516
2,1773747364519
1,1773747364523
1,1773747364537
1,1773747364538
1,1773747364540
2,1773747364543
1,1773747364543
2,1773747364545
1,1773747364545
2,1773747364545
1,1773747364548
1,1773747364592
1,1773747364593
1,1773747364593
2,1773747364594
1,1773747364594
2,1773747364595
1,1773747364595
1,1773747364595
1,1773747364595
2,1773747364595
3,1773747364595
1,1773747364622
3,1773747364646
1,1773747364646
1,1773747364646
4,1773747364647
5,1773747364647
1,1773747364647
1,1773747364648
1,1773747364648
2,1773747364648
2,1773747364648
2,1773747364648
2,1773747364700
1,1773747364701
2,1773747364701
2,1773747364701
1,1773747364701
2,1773747364701
6,1773747364701
2,1773747364701
1,1773747364702
1,1773747364702
1,1773747364702
2,1773747364704
4,1773747364704
1,1773747364704
6,1773747364758
1,1773747364759
2,1773747364759
2,1773747364759
3,1773747364759
2,1773747364759
2,1773747364759
1,1773747364759
2,1773747364760
2,1773747364760
1,1773747364760
1,1773747364761
1,1773747364761
1,1773747364761
1,1773747364793
1,1773747364813
2,1773747364813
1,1773747364813
5,1773747364814
2,1773747364816
1,1773747364817
2,1773747364817
3,1773747364817
5,1773747364817
1,1773747364817
3,1773747364817
2,1773747364818
6,1773747364873
1,1773747364874
1,1773747364874
3,1773747364875
2,1773747364875
2,1773747364875
2,1773747364875
1,1773747364875
4,1773747364876
3,1773747364876
2,1773747364876
1,1773747364876
