# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: ip-0A020006
# Release : 3.10.0-1127.19.1.el7.x86_64
# Version : #1 SMP Tue Aug 25 17:23:54 UTC 2020
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 98.992110 
# Number of iterations (recorded+unrecorded): 1099459655 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
856931716.54	5400.57
857142311.76	2200.82
857931595.85	9300.26
858931574.15	8700.31
859931453.46	5301.58
860931532.76	5201.59
861931312.07	5201.59
862125408.60	1299.90
862931290.38	5202.59
863931170.69	5200.59
864931149.99	5200.59
865930929.30	5200.59
866931008.60	5200.59
867930987.90	5300.58
868930867.21	5199.59
869930646.53	5300.58
870930625.83	5200.59
871930605.13	5199.59
872126000.56	1100.91
872930383.45	5201.59
873930363.75	5300.58
874930243.06	5200.59
875930221.36	5501.56
876930100.67	8401.33
877930179.96	5301.58
878929959.28	5401.57
879929837.59	5202.59
880930016.88	5202.59
881929796.20	5201.59
882126693.50	1200.90
882929576.51	5400.57
883929755.80	5200.59
884929435.12	9000.28
885929414.43	5400.57
886929393.73	5200.59
887929373.03	5200.59
888929352.33	5200.59
889929031.66	5400.57
890929010.96	5200.59
891928790.28	5200.59
892127285.46	1400.89
892928768.58	8301.34
893928947.86	5500.56
894928627.19	5201.59
895928606.49	5301.58
896928485.80	5201.59
897928565.09	5201.59
898928343.41	20201.39
899928223.72	9001.28
900928302.01	5201.59
901928182.32	8500.32
902127978.40	1200.90
902928161.63	5200.59
903927940.94	5200.59
904927920.24	5200.59
905927799.55	5200.59
906927678.86	5200.59
907927658.17	5200.59
908927637.47	5200.59
909927415.78	5201.59
910927395.09	5200.59
911927274.40	5101.59
912128670.34	1100.91
912927353.69	5200.59
913927233.00	5201.59
914927112.31	5301.58
915926991.62	5300.58
915932391.19	3001.76
916926870.93	5300.58
917926850.23	5300.58
918926829.53	5300.58
919926908.83	5200.59
920926688.14	5200.59
921926667.44	5100.59
922129263.30	1200.90
922926446.76	5100.59
923926426.06	5200.59
924926305.37	5200.59
925926284.68	5100.59
926926063.99	5300.58
927926041.29	5202.59
928926021.60	5201.59
929925999.90	8901.29
930925980.20	5201.59
931925759.52	8301.34
932129955.24	1200.90
932925738.82	434692.36
933925518.14	7001.44
934925597.43	5300.58
935925376.75	5200.59
936925356.05	5199.59
937925335.35	6200.51
938925214.66	5299.58
939925092.97	5201.59
940924973.28	5200.59
941925051.57	5201.59
942130648.19	1300.90
942924931.88	8400.33
943924811.19	5200.59
944924689.50	5201.59
945924568.81	5301.58
946924648.11	5201.59
947924527.42	5201.59
948924306.73	8501.32
949924386.03	5300.58
950924165.34	5300.58
951924144.65	8401.33
952131440.12	1200.90
952924023.96	5200.59
953924003.26	5300.58
954923882.57	8799.30
955923761.88	5300.58
956923741.18	5300.58
957271633.45	1900.85
957923720.48	5600.55
958923599.79	5300.58
959923579.09	5200.59
960923458.40	5200.59
961923336.71	20101.40
962132133.07	1300.90
962923416.00	8301.34
963923395.31	5101.59
964923074.63	5301.58
965923153.92	5301.58
966922933.24	5301.58
967922812.55	5200.59
968922790.85	5301.58
969922671.16	5300.58
970922550.47	5400.57
971922629.77	5100.59
972132825.01	1200.90
972922409.08	5100.59
973922388.39	5200.59
974922267.70	5200.59
975922247.00	5200.59
976922226.30	5200.59
977922205.60	5200.59
978922083.91	5301.58
979922063.21	5201.59
980921842.53	5301.58
981921721.84	5201.59
982133517.96	1200.90
982921701.14	5201.59
983921680.44	5301.58
984921459.76	5299.58
985921439.06	5299.58
986921318.37	8401.33
987921296.67	5301.58
988921176.98	5200.59
989921056.29	5200.59
990921035.59	5200.59
991920914.90	5100.59
992134209.90	1200.90
992920894.20	8400.33
993920772.51	5200.59
994920652.82	5200.59
995920731.12	5401.57
996920709.42	5202.59
997920689.72	5101.59
998920369.05	5201.59
999920348.35	9300.26
1000920226.66	5202.59
1001920206.96	8300.34
1002134901.85	1201.90
1002920185.26	5200.59
1003919964.58	5301.58
1004920044.87	5200.59
1005919824.19	5200.59
1006919702.50	5300.58
1007919682.80	5300.58
1008919761.10	6401.49
1009919641.40	5700.55
1010919620.71	5299.58
1011919400.02	5200.59
1012135594.79	1300.90
1012919278.33	5200.59
1013919156.64	5202.59
1014919136.94	5201.59
1015919016.25	5200.59
1016918994.56	5302.58
1017919073.85	5202.59
1018918854.17	6401.49
1019918732.48	5301.58
